stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3599,,Oakdale/Evert,The stop is located on a sign post across from Evert St near Croteau's Transmission Johnson City,42.122413,-75.977455,,,,,,
3600,,Roosevelt /Monroe,The stop is located  on a sign post at the corner before Monroe St at  a private residence Endicott,42.102661,-76.043161,,,,,,
3601,,Oakdale/Valley Plaza,The stop is located on a sign post at the corner after Field St near the NY 17 overpass Johnson City,42.1206591112218,-75.9773074994642,,,,,,
3602,,Hooper /Hoover,The stop is located  on a sign post about 100 feet before Hoover Ave at a private residence Endwell,42.111579,-76.017258,,,,,,
3603,,Oakdale/Azon,The stop is located on a sign post across from Azon Rd near the former Visions Credit Union Johnson City,42.119536,-75.977218,,,,,,
3604,,Hooper /Rath,The stop is located  on a sign post at the corner before Rath Ave across from Vetrinary Medical Center  Endwell,42.113266,-76.017213,,,,,,
3605,,Oakdale/Endwell,The stop is located on a sign about 40 feet after Endwell St across from Jim Murray's Appraisal Service Johnson City,42.117459,-75.976999,,,,,,
3606,,Country Club/Doyleson,The stop is located on a telephone pole across from Doyleson Ave near Dunkin Donuts Endwell,42.1162802602033,-76.0192812589433,,,,,,
3607,,Main/Evelyn,The stop is located on a sign post about 150 feet after Evelyn St across from the Westover Plaza Johnson City,42.115439,-75.972761,,,,,,
3608,,Country Club/Patterson,The stop is located on a telephone pole at the corner before Patterson Ct at a private residence Endwell,42.116223,-76.020461,,,,,,
3609,,Main/Baker,The stop is located before Baker St in front of the Johnson City Learning Center Johnson City. There is a bus shelter here.,42.115603,-75.965768,,,,,,
3610,,Country Club/Beckwith,The stop is located on a sign post about 150 feet after Beckwith Ave near Visions Credit Union Endwell,42.116066,-76.023698,,,,,,
3611,,Main/Allen,The stop is located on a sign post before Allen St near the Barber Funeral Home parking lot Johnson City.,42.115676,-75.962633,,,,,,
3612,,Country Club/University,The stop is located on a sign post across from Knigtlee Ave about 100 feet after University Ave at a private residence Endwell,42.115869,-76.028094,,,,,,
3613,,Main/Harrison,The stop is located on a sign post about 50 before Harrison St across the street from Walgreens Johnson City,42.115782,-75.95878,,,,,,
3614,,Center/Country Club,The stop is located on a sign post about 50 feet after Country Club Rd at a private residence Endwell,42.1153842174282,-76.0320830823591,,,,,,
3616,,Crescent  /King,The stop is located on a telephone pole at the corner before King St at a private residence Endwell,42.1136949189848,-76.0299702475135,,,,,,
3617,,Main/N Broad,The stop is located before Broad St near Red Robin,42.115534,-75.956379,,,,,,
3618,,N Willis/Hall,The stop is located on a sign post at the corner before Hall St at a private residence Endwell,42.111688,-76.029821,,,,,,
3619,,Main/Willow,The stop is located by Save A Lot,42.114391,-75.953395,,,,,,
3620,,N Willis/Watson,The stop is located on a sign post about 10 feet beforeWatson Blvd acoss from  the Allan Court Apts Endwell,42.110584,-76.029757,,,,,,
3621,,Main/Park,The stop is located on a sign post before Park St and across the street from St James Church Johnson City,42.113305,-75.950621,,,,,,
3622,,Watson/Allen,The stop is located about across from Allan Court at a private residence Endwell,42.110342,-76.031259,,,,,,
3623,,Main/Floral,The stop is located on a sign post before Floral Ave by the Johnson City Presbyterian Church Binghamton,42.111213,-75.945244,,,,,,
3624,,Watson/Wilson,The stop is located about 10 feet before Wilson Ave across from Baked Euphora Endwell,42.109776,-76.035733,,,,,,
3625,,Main/Crary,The stop is located on a sign post before Crary Ave and near the Lourdes Center for Family Health Binghamton,42.109986,-75.942643,,,,,,
3626,,Watson/Taylor,The stop is located about 10 feet before Taylor Ave near the Village of  Endicott sign in  Endicott,42.109711,-76.037337,,,,,,
3627,,Main/Crestmont,The stop is located on a sign post before Crestmont Rd and near the Weis Binghamton.,42.108281,-75.939526,,,,,,
3628,,Watson/Hayes,The stop is located on a sign post about 20 feet after Hayes Ave near the Pucedo Funeral Home Endicott,42.1096393523919,-76.0399569803756,,,,,,
3629,,Main/Helen,The stop is located on a sign post about 100 feet after Helen St in front of KFC Binghamton,42.106894,-75.937,,,,,,
3630,,Watson/N Adams.,The stop is located at the corner before N Adams Ave at a private residence Endicott,42.10952,-76.042498,,,,,,
3630.1,,Watson/N McKinley,The stop is located about 150 feet before N McKinley Endicott,42.109482,-76.044293,,,,,,
3631,,Main/Orton,The stop is located on a sign post about 150 feet before Orton Ave between Binghamton Fluorescent and Reliable Auto Sales Binghamton,42.106175,-75.935698,,,,,,
3632.1,,Watson/Hill,The stop in located at the corner before Hill Ave Endicott,42.109351,-76.04789,,,,,,
3633,,Main/Schiller,The stop is located on a sign post at the corner before Schiller St near the Duncan Donuts Binghamton,42.105323,-75.934251,,,,,,
3634,,North/N McKinley,The stop is located in a street lamp pole about 200 feet after N McKinley Ave near IBM Endicott,42.105327,-76.045488,,,,,,
3635,,Main/Hamilton,The stop is located on a sign post across from Hamilton St in front of Aarons Binghamton,42.104748,-75.933116,,,,,,
3637,,Main/Cedar,The stop is located on a sign post at the corner after Cedar St near the Osburn Law Offices Binghamton,42.102094,-75.928323,,,,,,
3637.1,,Main/Chestnut,The stop is located on a sing post about 110 feet before Chestnust St Binghamton,42.101518,-75.927293,,,,,,
3636,,Washington/North,The stop is located on a sign post about 150 feet after North St,42.104166,-76.048433,,,,,,
3638,,Washington/Main,The stop is located on a sign post after the Endicott Post Office- Endicott,42.099542,-76.048023,,,,,,
3639,,Main/Arthur,The stop is located on a telephone pole before Arthur St by the Belmar Binghamton,42.100392,-75.924992,,,,,,
3641,,Main/Chapin,The stop is located on a sign post about 20 feet before Chapin St in front Parsons Funeral Home Binghamton,42.09969,-75.9226,,,,,,
3642,,Main/Lincoln,The stop is located on a street lamp pole at the corner before Lincoln Ave across from the Union Endicott School District Offices Endicott,42.097394,-76.051142,,,,,,
3643,,Main/Oak,The stop is located on a sign post about 20 feet before Oak St across from Family Dollar Binghamton,42.099268,-75.920241,,,,,,
3644,,Main/Medical Arts,The stop is located on a sign post about 120 after Harrison Ave near the Medical Arts Bldg Endicott,42.096135,-76.053955,,,,,,
3645,,Court/Washington,The stop is located on a sign post about 20 feet before the Washington St near China One,42.0986420918152,-75.9135929765026,,,,,,
3646,,Main/Vestal,The stop is located on a street lamp pole about 75 feet before Vestal Ave before the entrance to Hess Express Endicott.,42.095277,-76.056381,,,,,,
3648,,Main/Mercereau,The stop is located on a sign post  across from Merserau Ave near the Graydon Apts Endicott,42.094979,-76.060676,,,,,,
3650,,Main/Liberty,The stop is located on a sign post about 10 feet after Liberty St across from the Rite Aid Endicott,42.095124,-76.064073,,,,,,
3652,,Main/S. Duane,The stop is located on a sign post about 20 feet before S Duane Ave near DeMarco's Auto Service Endicott,42.09497,-76.068116,,,,,,
3654,,Main/S. Page,The stop is located on a sign post about 90 feet before S Page Ave by the Sunoco Fuel Station Endicott,42.093973,-76.071532,,,,,,
3656,,Main/Bassett,The stop is located on a sign post by the crosswalk across from Bassett Ave Endicott,42.092912,-76.074939,,,,,,
3658,,Main/S. Grippen,The stop is located on a sign post about 100 feet before S Grippen Ave near the the Lady of Good Counsel Endicott,42.092492,-76.078154,,,,,,
4002,,BC Junction 40 Chenango St,The stop is located at the Greater Binghamton Transportation Center BC Junction Bay 3 Dock A,42.101635,-75.910778,,,,bcj,,
4003,,W Service/East Niles,The stop is located on a sign post  at the corner before E. Niles Rd near Trucks R Us.,42.164555,-75.874176,,,,,,
4004,,State/Eldridge,The stop is located on a telephone pole about 200 feet after Eldridge St near  Bennedum's Lock Binghamton,42.105659,-75.909103,,,,,,
4005,,W Service/Ivan,The stop is located on a sign post about 100 before Ivan Ln at private residence Fenton,42.16275,-75.877556,,,,,,
4006,,State/Lupo's,The stop is located on a telephone pole before the entrance to Lupo's Char Pit  Binghamton,42.107731,-75.907509,,,,,,
4007,,Chenango/Prentice,The stop is located on a telephone pole about 75 feet before Prentice Blvd Fenton,42.158688,-75.881935,,,,,,
4008,,W State/Colonial Plaza,The stop is located on a telephone pole before the entrance to CVS Binghamton,42.10947,-75.9049,,,,,,
4009,,Chenango/Mead,The stop is located on a sign post across from Mead Rd at private residence Fenton,42.157314,-75.882622,,,,,,
4010,,Binghamton Plaza/Kmart,The stop is located near Rent a Center Binghamton Plaza Binghamton,42.110573,-75.906036,,,,,,
4011,,Chenango/Hinds,The stop is located on a telephone pole at the corner before Hinds St Binghamton,42.155083,-75.883636,,,,,,
4012,,Binghamton Plaza/New York Pizzeria,The stop is located near the New York Pizzeria Binghamton Plaza Binghamton,42.109234,-75.906723,,,,,,
4013,,Chenango/Hadsell,The stop is located on a sign post about 25 feet after Hadsell Rd at private residence Fenton,42.1535,-75.884361,,,,,,
4014,,Chenango/Frederick St,The stop is located on a sign post at the corner before the intersection near Town & Country Apts.,42.110638,-75.903053,,,,,,
4015,,Chenango/Hotchkiss,The stop is located on a sign post about 150 feet before Hotchkiss Ave across from the Children's Home of the Wyoming Conference Fenton,42.151081,-75.885818,,,,,,
4016,,Chenango/State,The stop is located on a telephone pole about 75 feet after State St near the Cenentary Chenango St Chuch  Binghamton,42.111679,-75.902657,,,,,,
4017,,Chenango/Alida,The stop is located on a telephone pole across from Alida Ave at a private residence Fenton,42.149643,-75.886925,,,,,,
4018,,Chenango/Morgan,The stop is located on a telephone pole at the corner before Morgan St Binghamton,42.113174,-75.902435,,,,,,
4019,,Chenango/Nowlan,The stop is located on a sign post about 125 after Nowland Rd just after Lois Av near Country Additions Fenton,42.147705,-75.888428,,,,,,
4020,,Chenango/Moffatt,The stop is located on a on a sign post at the corner  before Moffat Ave by Calvary Baptist Church,42.11414,-75.90229,,,,,,
4021,,Chenango/Franklin,The stop is located on a telephone pole  across from Franklin Ave near St Francis of Assisi Port Dickinson,42.145039,-75.890541,,,,,,
4022,,Chenango/Sturges,The stop is located on a telephone pole before the entrance to Kriener and Furlong Binghamton,42.115471,-75.902077,,,,,,
4023,,Chenango/Dickinson,The stop is located on a sign post about 75 feet before Dickinson Ave across from Shear Designz Port Dickinson,42.143452,-75.891953,,,,,,
4024,,Chenango/Green,The stop is located  on a telephone pole opposite Green St  near the entrance of Xtra Mart Binghamton,42.117783,-75.901642,,,,,,
4025,,Chenango/Grant,The stop is located on a sign post about 20 feet after Grant St from FMK Karate Port Dickinson,42.138008,-75.895683,,,,,,
4026,,Chenango/Linden,The stop is located on a sign post next to a fire hydrant before Linden St Binghamton,42.120275,-75.900262,,,,,,
4027,,Chenango/Mill,The stop is located on a sign post before Mill St by the crosswalk across from Port Dickinson Elementary School Port Dickinson,42.136879,-75.895859,,,,,,
4028,,Chenango/Blanchard,The stop is located on a  sign post at a private residence before Blanchard Ave Binghamton,42.1227,-75.898842,,,,,,
4029,,Chenango/Church,The stop is located on a sign post at the corner before Church St near the Community Baptist Church Port Dickinson,42.134423,-75.896223,,,,,,
4030,,Chenango/Baird,The stop is located on a telephone pole about 100 feet after Baird Ave Binghamton,42.124882,-75.898026,,,,,,
4031,,Chenango/Terry,The stop is located on a sign post about 30 feet before Terry Ave at private residence Port Dickinson,42.131071,-75.896331,,,,,,
4032,,Chenango/Bromley,The stop is located  on a  sign post  about 50 feet after Bromley Ave near the the Village Coin Laundry Binghamton.,42.126308,-75.897499,,,,,,
4033,,Chenango/Old State,The stop is located on a sign post about 25 feet before State Rd at private residence Port Dickinson,42.128757,-75.896919,,,,,,
4034,,Chenango/Old State,The stop is located on a  sign post before Old State Rd Port Dickinson,42.128422,-75.896851,,,,,,
4035,,Chenango/Bromley,The stop is located on a sign post across from Bromley Ave across from the Coin Laundry Binghamton,42.126022,-75.89772,,,,,,
4036,,Chenango/Terry,The stop is located on a  sign post at private residence across from Terry Ave Port Dickinson,42.130749,-75.896187,,,,,,
4037,,Chenango/Baird,The stop is located on a sign post across from Baird Ave across Community Baptist Church  Binghamton,42.124489,-75.898308,,,,,,
4038,,Chenango/James,The stop is located on a telephone pole after James St across from Chase & DeMarco Funeral Home Port Dickinson,42.133686,-75.896179,,,,,,
4039,,Chenango/Blanchard,The stop is located on a telephone pole across from Blancard Ave Binghamton. A bus shelter is here.,42.122799,-75.898941,,,,,,
4040,,Chenango/Mill,The stop is located on a  sign post after Mill St near Port Dickinson Elementary School Port Dickinson,42.136758,-75.895748,,,,,,
4041,,Chenango/Dennison,The stop is located on a sign post across from Dennison Ave near Immmanuel Presbyterian Church Binghamton,42.119484,-75.90097,,,,,,
4042,,Chenango/Phelps,The stop is located on a  sign post before Phelps St near FMK Karate Port Dickinson,42.137993,-75.895554,,,,,,
4043,,Chenango/Green,The stop is located  on a sign post at the corner after Green St near Courtesy Cars Binghamton,42.11779,-75.901817,,,,,,
4044,,Chenango/Dickinson,The stop is located on a telephone pole before Dickinson Ave near Superior Auto Port Dickinson,42.143021,-75.89222,,,,,,
4045,,Chenango/Truesdell,The stop is located on a sign post about 15 feet before Truesdell St across from Calvary Baptist Church Binghamton,42.114189,-75.902435,,,,,,
4046,,Chenango/Franklin,The stop is located on a  sign post at the corner before Franklin Ave across from St Francis of Assisi Fenton,42.144917,-75.890457,,,,,,
4047,,Chenango/Pleasant,The stop is located on a sign post at the corner before Pleasant St at a private residence Binghamton,42.112598,-75.902657,,,,,,
4048,,Chenango/Nowlan,The stop is located on a  sign post before Nowlan Rd across from Subway Fenton,42.147881,-75.888138,,,,,,
4050,,Chenango/Alida,The stop is located on a  sign post after Alida Ave at a private residence Fenton,42.149738,-75.886711,,,,,,
4052,,Chenango/Hotchkiss,The stop is located on a  sign post after Hotchkiss Ave near the Children's Home of the Wyoming Conference Fenton,42.151241,-75.885536,,,,,,
4053,,Chenango/State,The stop is located about 150 feet after State St in front of CVS Binghamton. There is a bus bus shelter here.,42.109493,-75.90387,,,,,,
4054,,Chenango/Ronan,The stop is located on a  sign post before Ronan St Fenton,42.153591,-75.884193,,,,,,
4056,,Chenango/Hinds,The stop is located on a sign post across from Hinds St at private residence Fenton,42.155186,-75.883453,,,,,,
4058,,Chenango/Mead,The stop is located on a sign post before Mead Rd near the First Church of the Nazarene Fenton,42.157307,-75.882446,,,,,,
4060,,Chenango/Cornish,The stop is located on a sign post about 200 feet after  Cornish Ave  Fenton,42.158958,-75.881645,,,,,,
4062,,W Service/East Niles,The stop is located on a sign post before E Niles Rd across from Trucks R Us Fenton,42.164261,-75.874611,,,,,,
4064,,River/Kattelville,The stop is located on a sign post about 50 feet after Kattelville Rd near the Red White Chenango Bridge,42.168858,-75.872398,,,,,,
4066,,River/Palmer,The stop is located on a sign post across from Palmer St near the Chenango Valley Nursery Chenango Bridge,42.168297,-75.870216,,,,,,
4068,,River/Clarendon,The stop is located on a sign post across from Clarendon Dr near St Mark's Church Chenango Bridge.,42.167484,-75.867142,,,,,,
4070,,River/Mountainview,The stop is located on a sign post about 20 feet before at the corner before Mountainview Dr at private residence Chenango Bridge.,42.166763,-75.863297,,,,,,
4072,,River/Everett,The stop is located on a sign post at the corner before Everett Rd at a private residence Chenango Bridge,42.166561,-75.860924,,,,,,
4074,,N Wisconsin/Hodge,The stop is located before Hodge Rd Chenango Bridge.  This is a flag stop.,42.168224,-75.857819,,,,,,
4076,,River/Poplar Hill,The stop is located on a telephone pole about 100 feet after Poplar Hill at a private residence Chenango Bridge,42.166325,-75.856888,,,,,,
4078,,River/Norman,The stop is located on a telephone pole about 40 feet passed Norman Rd at a private residence Chenango Bridge,42.166683,-75.861099,,,,,,
4080,,River/Mountainview,The stop is located on a sign post across from Mountainview Dr at a private residence Chenangon Bridge,42.166893,-75.863327,,,,,,
4082,,River/Clarendon,The stop is located on a sign post about 10 feet before Clarendon Dr at a private residence Chenango Bridge.,42.1675,-75.866722,,,,,,
4084,,River/Palmer,The stop is located on a sign post at the corner before Palmer St at a private residence Chenango Bridge.,42.168346,-75.869995,,,,,,
4086,,River/Kattelville,The stop is located on a sign post about 250 feet Kattelville Rd near the M&T Bank Chenango Bridge.,42.168934,-75.872086,,,,,,
4096,,Chenango/Lyon,The stop is located on a sign post before Lyon St near the former North Presbyterian Church Binghamton,42.108273,-75.903236,,,,,,
4098,,Chenago/State,The stop is located on a sign post before the intersection across from the CVS Binghamton,42.10963,-75.903699,,,,,,
4701,,African/Vestal Pkwy,The stop is located on a sign post about 200 feet after the Vestal Pkwy across from the Shoppes of Vestal Vestal,42.094837,-76.014366,,,,,,
4702,,Vestal Pkwy E/University Square,The stop is located on a telephone pole near the Fed Ex sign after University Square Plaza Vestal,42.096066,-75.97847,,,,,,
4703,,Sycamore/Vestal,The stop is located on a sign post 250 after Vestal Rd by Sam's Club Vestal,42.098797,-76.006477,,,,,,
4704,,Campus Plaza,The stop is located in front of Rite Aid in the Campus Plaza Vestal,42.098342,-75.983041,,,,,,
4705,,Parkway Plaza/Target,The stop is located betweenTarget and Bed Bath & Beyond in the Parkway Plaza Vestal,42.094188,-76.00091,,,,,,
4705.1,,Across from Target Flag Stop,,42.0942971762309,-76.0008125493248,,,,,,
4706,,Vestal/Gates,The stop is located on a sign post on the corner before Gates Rd near the Grace Point Chuch Vestal,42.1008285336005,-75.9855262207737,,,,,,
4707,,Parkway Plaza/Price Rite,The stop is located by Price Rite in the Parkway Plaza Vestal,42.094212,-76.000172,,,,,,
4707.1,,Across from Price Rite Flag Stop,,42.0942927660783,-76.0002237915704,,,,,,
4708,,Vestal/Commerce,The stop is located on a telephone pole after Commerce Rd near National Pipe Vestal.,42.102848,-75.991211,,,,,,
4709,,Parkway Plaza/PetSmart,The stop is located by PetSmart in the Parkway Plaza Vestal,42.094286,-75.998635,,,,,,
4709.1,,Across from Pet Smart Flag Stop,,42.09436,-75.998697,,,,,,
4710,,Jensen/Vestal Rd,The stop is located on a sign post about 100 feet after the Vestal Rd across from the Mirabito Fuel Station Vestal,42.103104,-75.995232,,,,,,
4711,,Rano/Anthos Apts,The stop is located on a sign post at the corner before the entrance to Anthos Apts Vestal,42.092793,-76.00296,,,,,,
4712,,Jensen/Brentwood,The stop is located on a sign post across from Brentwood Place by Broome County Building Supply Vestal,42.101162,-75.995773,,,,,,
4713,,Burris/Rano,The stop is located on a sign post about 20 feet after Rano Blvd at a private residence Vestal,42.0914,-76.002449,,,,,,
4714,,Jensen/Stewart,The stop is located on a sign post about 350 feet before Stewart Rd across from Puglisi Tax Svc,42.099384,-75.996063,,,,,,
4715,,Burris / Royal,The stop is located on a sign post  at the corner after Royal St at a private residence Vestal,42.09166,-75.999809,,,,,,
4716,,Jensen/NY 434,The stop is located on a telephone pole about 370 feet before NY 434 near Best Buy Vestal,42.097813,-75.995924,,,,,,
4717,,Burris/Jensen,The stop is located on a sign post  across from Riviera Ridge Apts Vestal.,42.091877,-75.99601,,,,,,
4718,,Jensen/Parkway Plaza  East Entrance,The stop is located on a sign post after the entrance to Parkway Plaza on the backside of Kohls Vestal,42.095242,-75.995651,,,,,,
4719,,Jensen/Chalburn,The stop is located on a sign post  about 20 feet after Chalburn Rd at a private residence Vestal,42.093845,-75.995407,,,,,,
4720,,Burris/Riviera Ridge,The stop is located on a sign post after the entrance to Riviera Ridge  Apartments Vestal,42.091923,-75.99659,,,,,,
4721,,Jensen/NY 434,The stop is located on a sign post about 330 feet before NY 434 after the entrance to the United Way.,42.0956,-75.995583,,,,,,
4722,,Burris/Royal,The stop is located on a sign post before the entrance to Holly Brook Apts Vestal,42.091705,-76.000145,,,,,,
4723,,Jensen/Stewart,The stop is located on a telephone pole after Stewart Rd near Green Acres Garden Center Vestal,42.098568,-75.995834,,,,,,
4724,,Burris/Rano,The stop is located on a sign post at the corner before Rano Blvd at a private residence Vestal,42.091484,-76.002541,,,,,,
4725,,Jensen,The stop is located on a sign post  by Puglisi Tax Svc Vestal,42.099243,-75.995911,,,,,,
4726,,Rano/Parkway Plaza,The stop is located on a sign post about 25 before the entrance to Parkway Plaza Vestal,42.093201,-76.002998,,,,,,
4727,,Jensen/Brentwood,The stop is located on a sign post  at the corner after Brentwood Pl near the Bethel Baptist Church Vestal,42.101284,-75.995621,,,,,,
4729,,Jensen/Vestal,The stop is located on a telephone pole before Vestal Rd near the Mirabito Fuel Station  Vestal,42.103325,-75.99501,,,,,,
4730,,Sycamore/Stewart,The stop is located on a sign post about 150 feet before Steward Rd in front of Burger King Vestal,42.09663,-76.004936,,,,,,
4731,,Vestal/Schubmehl,The stop is located on a sign post at the corner before Schnubmehl Rdacross from Audio Classics Binghamton.,42.102551,-75.990517,,,,,,
4732,,Lourdes Vestal,The stop is located at the front entrace of  Lourdes Vestal on Shippers Rd  Vestal,42.1002357247816,-76.0055841561604,,,,,,
4733,,Vestal/Gates,The stop is located across from Gates Rd in front of the Willow Point Nursing Home,42.100704,-75.985588,,,,,,
4734,,Town Square Mall/Barnes&Noble,The stop is located between Barnes & Noble and Sam's Club in the Town Square Mall. There is a bus shelter here.,42.097069,-76.007721,,,,,,
4735,,Vestal/Andrea,The stop is located on a sign post after the entrance to Westminster Apartments Vestal,42.099369,-75.983582,,,,,,
4736,,Town Square Mall/Walmart,"The stop is located by the Walmart Gardnen Center, Town Square Mall Vestal",42.096136,-76.012628,,,,,,
4737,,Campus Plaza/Rite Aid,The stop is located in front of Rite Aid in the Campus Plaza Vestal,42.0984337941919,-75.98314736979,,,,,,
5200,,BC Junction 51 and 53,The stop is located at the Greater Binghamton Transportation Center BC Junction Bay 8 Dock B,42.101931,-75.910561,,,,bcj,,
5512,,North/Oak Hill,The stop is located on a sign post about 100 feet before Oak Hill Ave across from Crown Fried Chicken Endicott,42.104645,-76.049255,,,,,,
5514,,Oak Hill / Clarke,The stop is located  on telephone pole after Clarke St across from NCI Endicot,42.108017,-76.049977,,,,,,
5516,,Oak Hill/Witherall,The stop is located on a sign post after Witherall St near Joey's Pizza Endicott,42.111164,-76.050194,,,,,,
5518,,Oak Hill/Jenkins,The stop is located on a sign post about 50 feet after Jenkins St near the Learning Center of St Anthony Endicott,42.112988,-76.050293,,,,,,
5520,,Oak Hill/Pine,The stop is located on a telephone pole at the corner before Pine St near Rossi's Pizza Endicott,42.114761,-76.050407,,,,,,
5522,,Pine/Hill,The stop is located on  a sign post at the corner  before Hill Ave near a private residence Endicott,42.114887,-76.048523,,,,,,
5524,,Pine/Rogers,The stop is located on a sign post at the corner before Rogers Ave near United Artists Hair Salon Endicott,42.115017,-76.046379,,,,,,
5526,,Newell/Pine,The stop is located on a 30 MPH road sign about 75ft after Pine- Endicott,42.115578,-76.045326,,,,,,
5528,,Newell/Woodrow,The stop is located on a sign post across from Woodrow Ave at a private residence Endicott,42.11739,-76.043854,,,,,,
5530,,Newell/Taft,The stop is located on a sign post about 20 feet before Taft Ave acoss from an apartment complex Endicott,42.118652,-76.039314,,,,,,
5532,,Taft/Smith Rd,The stop is located on telephone pole across from Smith Rd- Endicott,42.117165,-76.039009,,,,,,
5534,,Taft/Country Club,The stop is located on a sign post about 50 feet before Country Club Rd at a private residence Endicott,42.115547,-76.038887,,,,,,
5536,,Country Club/Pierce,The stop is located on a sign post at the corner before Pierce Ave at a private residence Endicott,42.1153703746527,-76.0373250565935,,,,,,
5538,,Country Club/Center,The stop is located on a telephone pole about 50 ft before Center St near a private residence Endicott,42.115601,-76.032433,,,,,,
5540,,Hooper/Pruyne (call for service (607)763-4464 or (607)778-1692),The stop is located on a sign post about 50 feet after Pruyne St near the M & T Bank Endwell,42.119389,-76.019051,,,,,,
5542,,Hooper/Pheasant (call for service (607)763-4464 or (607)778-1692),The stop is located on a sign post about 75 feet before Pheasant Ln at a private residence Endwell,42.122437,-76.020592,,,,,,
5544,,Hooper /Farm to Market (call for service (607)763-4464 or (607)778-1692),The stop is located on a sign post about 200 feet after Farm to Market Rd Endwell,42.126076,-76.024559,,,,,,
5551,,Hooper Rd/Weis Plaza (call for service (607)763-4464 or (607)778-1692),The stop is located at the entrance of Park Manor Plaza Endwell,42.128045,-76.028202,,,,,,
5553,,Plaza/Manor Dr (call for service (607)763-4464 or (607)778-1692),The stop is located on a sign post about 50 feet before Manor Dr at a private residence  Endwell,42.129539,-76.032593,,,,,,
5555,,Hooper/Marian Apts (call for service (607)763-4464 or (607)778-1692),The stop is located on a sign post at the second entrance to Marian Apts Endwell,42.125381,-76.023926,,,,,,
5557,,Hooper /Pheasant (call for service (607)763-4464 or (607)778-1692),The stop is located on a sign post across from Pheasant St at a private residence Endwell,42.1227993823475,-76.0210825092795,,,,,,
5559,,Hooper /Pruyne (call for service (607)763-4464 or (607)778-1692),The stop is located on a sign post across from Pruyne St near the M&T Bank Endwell,42.119221,-76.019104,,,,,,
5561,,Country Club/Colgate,The stop is located on a telephone pole about 50 feet before Colgate Dr at a private residence Endwell.,42.115658,-76.032829,,,,,,
5563,,Country Club/Taft,The stop is located on a telephone pole about 100 feet before Taft Ave  near A Class Act Salon Endwell.,42.115448,-76.037971,,,,,,
5573,,Pine/Squires,The stop is located on a sing post at the corner before Squires Ave near the Close Quarters Restaurant  Endicott,42.11507,-76.047249,,,,,,
5575,,Pine/Hill,The stop is located on a telephone pole about 50 feet before Hill Ave at a private residence Endicott,42.115021,-76.048187,,,,,,
5577,,Pine/Oak Hill Rd,The stop is located on a sign post about 10 feet before Oak Hill Ave near Rossi's Pizza Endicott,42.114922,-76.050362,,,,,,
5579,,Oak Hill/Jenkins,The stop is located about 25 feet before Jenkins St at a private residence Endicott,42.112976,-76.05043,,,,,,
5581,,Oak Hill/Witherall,The stop is located on a telephone pole at the cross walk before Witherall St near the Northside Park Endicott,42.111137,-76.050301,,,,,,
5583,,Oak Hill/Clarke,The stop is located on a sign post about 100 feet before Clarke St near NCI Endicott,42.107725,-76.050106,,,,,,
5583.1,,Oak Hill/Plaza,New bus stop near the Price Chopper plaza effective 2-6-17,42.105175,-76.04993,,,,,,
5585,,Vestal Ave/ River Terrace,The stop is located on a sign post at the corner before River Terrace by the Riverview Apts Endicott,42.093224,-76.057091,,,,,,
5587,,Vestal Ave/Stage Rd,The stop is located on a sign post about 20 feet before Commercial Plaza Dr across from Advanced Auto Parts Vestal,42.087836,-76.053898,,,,,,
5589,,434 E/Clayton,The stop is located on a telephone pole about 75 feet Clayton Ave by the Magic City Carwash Vestal NY,42.086988,-76.048945,,,,,,
5593,,434 E/Ridgehaven,The stop is located about 200 feet before Ridgehaven Dr by American Family Fitness Vestal.  A bus shelter is here.,42.092913,-76.022995,,,,,,
5702,,BC Junction 57 Shoppers Special,The stop is located at the Greater Binghamton Transportation Center BC Junction Bay 8 Dock B,42.102015,-75.910667,,,,bcj,,
5704,,Bunn Hill/Bunn Hill Access Rd,The stop is located on Bunn Hill near the BU Campus.  A bus shelter is here,42.094433,-75.975301,,,,,,
5706,,Vestal Pkwy/Bao Bao,The stop is located on a telephone pole near the Bao Bao Restaurant Vestal NY,42.0964581,-75.9822475,,,,,,
5710,,Vestal Pkwy/Arby's,The stop is located on a telephone pole between the Mirabito and Arby's Vestal   A bus shelter is here.,42.0961273000715,-76.0002566856327,,,,,,
5712,,Vestal Pkwy/Parkway Plaza,The stop is located after the entrance to Parkway Plaza Vestal.,42.0957972,-76.0001647,,,,,,
5714,,Wegmans,The stop is located on the east side of the Wegman's store entrance Johnson City,42.123251341297,-75.9725721767345,,,,,,
5716,,Front/Leroy,The stop is located on a sign post about 75 feet after Leroy St near Renaissance Plaza Binghamton,42.0952092,-75.9186521,,,,,,
5718,,Front/Main,The stop is located on a telephone pole about 60 feet before Main St near Thai Time Binghamton,42.098319,-75.9175933,,,,,,
5902,,Vestal Rd/African,The stop is located after the intersection between Take a Break and Pete's Legacy Diner,42.096966,-76.015648,,,,,,
5904,,Vestal Rd /Maple,The stop is located after the intersection.,42.097149,-76.023926,,,,,,
5905,,Day Hallow/ NY 26,The stop is located across the street from Weis before the instersection.,42.11087,-76.072075,,,,,,
5906,,Vestal Rd /Oak,The stop is located after the intersection.,42.097187,-76.026337,,,,,,
5916,,North/Nanticoke,The stop is located before the intersection,42.098129,-76.065285,,,,,,
